index,sic3,yr,ldsal,lemp,ldnpt,ldrst,ldrnd,ldinv,Wage
321,357,88,8.3460579,3.5115449,6.3875132,7.4247169,5.781816,5.5210719,28.875
322,357,88,4.80932,-.356675,2.6538861,3.415524,2.575227,2.749464,28.875
323,329,73,5.2165351,.66782939,4.1816521,2.0776451,1.079548,2.067899,18.375
323,329,78,4.9862232,.53473753,4.3514142,2.6827869,1.306115,1.618945,21.875
323,329,83,4.7110991,.37294191,4.517467,2.951997,1.2814341,1.071458,23.625
324,285,78,5.2891712,.63657677,3.7041359,3.8037281,2.0045769,1.595914,21.875
325,385,88,6.424242,1.699279,5.2689161,4.7913532,3.951987,3.6405001,28.875
326,364,73,6.771739,2.45333,5.3710299,3.0102301,.7186805,3.3535981,18.375
326,364,78,7.1812248,2.5935371,5.751895,3.335819,1.7424771,3.945833,21.875
326,364,83,7.6312609,3.3957829,6.8776798,4.410852,3.0907359,4.474246,23.625
326,364,88,8.3256836,3.8351419,7.0599899,4.8371081,3.4775319,4.8263578,28.875
327,283,73,5.215889,1.18479,4.6281061,2.1992941,1.5385081,2.7914851,18.375
327,283,78,5.4633861,1.098612,4.2650099,3.370676,2.4025049,2.355206,21.875
327,283,83,5.6441669,1.081805,4.389287,4.0574818,2.224715,2.7741771,23.625
328,301,73,5.7722678,1.325748,4.0933928,3.141556,1.960234,2.058758,18.375
328,301,78,5.830626,1.3845429,4.181571,3.4615469,1.523916,2.135843,21.875
328,301,83,6.0740509,1.494027,4.8703079,3.4700899,1.973956,2.935025,23.625
328,301,88,6.5808411,1.796913,5.315762,3.818927,2.3815119,4.229712,28.875
329,208,78,6.8897138,2.1633229,6.9213519,4.5010099,2.739676,4.8594999,21.875
329,208,83,7.097455,2.2300141,7.235795,4.6456132,2.7940111,5.0648332,23.625
329,208,88,7.3074789,2.3513751,7.1583219,4.8072419,3.0889759,5.1551962,28.875
330,333,73,5.8677678,1.336841,5.8551288,3.9874079,1.106789,2.611382,18.375
331,384,73,4.0009861,.33647221,3.098459,2.6388669,1.405203,1.899103,18.375
332,274,83,3.9184451,-.52256089,1.075978,1.868726,-1.040704,-.72309262,23.625
333,382,73,5.1467509,.69314718,3.2931681,.4380165,-.87055469,1.5395581,18.375
334,358,73,4.4507809,.33647221,3.041919,2.5321939,1.0039589,1.178846,18.375
335,349,73,7.8018341,3.2958369,6.8016472,4.7914901,2.7884719,4.786561,18.375
335,349,78,7.5205569,2.9957321,6.7667589,4.7070832,2.6915209,4.4505739,21.875
335,349,88,7.134975,2.388763,5.951232,4.3816242,2.450505,3.663636,28.875
336,357,78,1.314924,-1.136314,2.6270449,2.5206189,1.347008,3.1192701,21.875
336,357,83,4.4274278,.4388999,4.3735352,4.2563682,3.357904,3.631706,23.625
336,357,88,6.7779851,1.655749,5.3706522,5.6718068,4.7342048,5.1498952,28.875
337,286,73,5.9703469,.90624028,4.1006522,3.4342401,1.9525729,.52168459,18.375
337,286,78,5.7405958,1.163151,3.875421,3.637862,1.802629,1.900993,21.875
337,286,83,5.4506922,.87546879,3.993495,3.5931211,1.582301,1.100306,23.625
338,354,83,5.0855932,.87546879,4.9935832,3.4046149,1.5296201,1.877031,23.625
339,354,78,5.3838582,.69314718,3.7888601,2.0506141,.5591473,1.787771,21.875
340,395,78,4.6947432,.18232159,2.9608009,-.2319527,-2.082726,1.661492,21.875
340,395,88,5.423749,.66526198,3.2066219,1.366437,.28113899,2.520736,28.875
341,361,73,5.6524348,1.440309,4.0974832,2.9012439,1.424354,2.350548,18.375
341,361,78,6.248734,2.1400659,4.410244,3.375185,1.9442689,2.7548959,21.875
342,202,73,4.4725938,-.43078291,3.1047089,-.44505629,-1.529016,.4340035,18.375
342,202,78,4.5541139,-.54472721,2.9004371,-.20557339,-2.069654,.97032648,21.875
343,221,78,3.5012259,-.356675,2.347672,.3947742,-1.220502,.0148151,21.875
344,260,78,8.2804546,3.473146,7.8403969,4.661922,2.7898569,5.8497329,21.875
344,260,83,8.0401936,2.92665,7.8909659,4.6379619,2.6272571,5.5453839,23.625
345,381,73,4.9281688,.81048572,3.028322,1.729543,.2082549,1.128757,18.375
345,381,78,5.3254099,1.163151,3.08143,2.0012851,.66908962,2.092232,21.875
345,381,83,5.6444588,1.280934,3.7606561,2.3677869,1.437278,2.059535,23.625
345,381,88,5.8621449,1.335001,4.1946831,3.141088,1.732211,2.2615809,28.875
346,210,73,6.8124318,1.638997,4.6967959,2.2218609,.4233664,1.929469,18.375
346,210,78,6.8799858,1.95586,4.8395581,2.242496,.48222369,3.094902,21.875
347,358,73,5.0604649,.80826002,3.940835,2.4392281,.64133531,2.107276,18.375
348,351,73,7.5614471,2.971235,6.316771,5.7607479,4.2054639,4.8517199,18.375
348,351,78,7.839848,3.1483679,6.5158381,5.8595982,3.847703,4.789803,21.875
348,351,83,7.447082,2.9239681,6.842093,5.915318,4.2285318,4.350534,23.625
348,351,88,8.0798588,3.261935,7.038568,6.1125278,4.5268168,4.988379,28.875
349,339,73,6.2936678,1.936869,5.4045529,4.7224989,2.0769751,2.787215,18.375
349,339,78,6.1489172,1.761472,5.037137,4.2575498,.81782812,2.882045,21.875
349,339,88,5.0893712,.6360476,5.0862741,3.315661,.89933628,3.0079629,28.875
350,362,73,6.693944,2.660259,4.953342,4.7511678,3.183784,3.0102661,18.375
351,367,88,4.9298902,.14583039,4.1585789,3.8689821,3.4821169,3.6590619,28.875
352,367,88,3.372262,-.5058381,.5590598,1.082532,.3371622,.062225498,28.875
353,381,83,3.379602,-.88430768,.86985791,-1.05501,-2.6792231,.27951041,23.625
353,381,88,4.0875869,-.2970593,2.9451039,1.145548,-.33685869,1.6264139,28.875
354,284,88,4.4472489,-.93649352,2.2030439,-.14876901,-.80659169,1.055884,28.875
355,366,88,5.8316808,1.0174021,4.6749182,5.0881371,3.7720389,3.7977819,28.875
356,384,88,4.0584021,-.1450258,1.839097,1.214712,.046256501,.85780388,28.875
357,344,73,5.4666262,1.095273,3.33689,1.706229,.1880523,2.041832,18.375
357,344,78,5.5170841,1.398717,3.6062679,2.0109811,.57033098,2.385334,21.875
357,344,83,5.6693888,1.335001,3.8354959,2.470226,1.21627,1.838626,23.625
358,283,88,1.938959,-2.538307,1.679131,2.950377,1.235921,.78153569,28.875
359,220,73,6.5912042,2.9957321,5.95927,2.6340821,.58532047,3.551584,18.375
359,220,78,6.578907,2.772589,5.9145432,2.4647961,.5591473,3.4632609,21.875
360,371,73,7.778636,3.173878,6.5367641,4.8995519,3.3863089,5.0327711,18.375
360,371,78,8.1974297,3.4468081,6.6684442,5.157897,3.8084819,5.188427,21.875
360,371,83,8.053731,3.5409589,6.9499059,5.474452,3.755244,4.3873529,23.625
360,371,88,8.5426626,3.676301,6.9352512,5.634244,4.0086498,5.3912678,28.875
361,342,88,6.5345149,1.8870699,4.8330731,2.78561,2.450505,2.8330989,28.875
362,382,83,5.0702429,.6178847,4.5281272,1.917802,1.075858,2.269069,23.625
362,382,88,4.943583,.4054651,4.188519,2.872107,1.0474041,1.287183,28.875
363,357,78,2.2647729,.28968009,2.290724,2.187535,.89976138,1.7071871,21.875
363,357,83,3.7077789,.30158499,3.147584,2.9230521,1.685232,1.6617579,23.625
364,367,88,4.6743431,.26236421,3.2217121,2.019423,.1105644,2.273869,28.875
365,357,78,4.411387,2.3823199,4.3067641,4.856853,4.1418591,3.8462019,21.875
365,357,83,6.0135589,2.6983359,5.3342848,5.9065218,4.556325,4.3050961,23.625
365,357,88,7.3682532,2.7356651,6.0314822,6.4830251,5.0725861,4.542881,28.875
366,382,88,4.129683,-.67138571,3.01266,3.57921,2.0858221,1.254984,28.875
367,357,88,4.884201,-.1278334,2.458874,3.302088,2.210978,1.377256,28.875
368,369,88,2.1197519,-3.1700859,-1.22826,.84700382,-.97089481,-.98212719,28.875
369,357,78,2.7105911,.1292723,2.0026901,2.5451491,1.672644,1.6403,21.875
370,381,83,2.1839941,-2.162823,.0010167999,.5688929,-.68530399,-1.8536561,23.625
370,381,88,2.9612141,-1.714798,.2176812,1.413569,.35899109,.17858569,28.875
371,357,78,-.3173013,-2.688247,-1.145986,-.81126642,-1.617668,-1.825147,21.875
371,357,83,1.691713,-1.838851,-.27856809,.27001849,-1.684152,-3.0619681,23.625
371,357,88,3.5326059,-1.007858,.56515902,.67267817,-.12761369,-.0117418,28.875
372,357,78,3.560559,1.358152,4.2869158,3.435323,2.9506321,3.9849961,21.875
372,357,83,5.5853791,2.187623,5.231914,5.0286589,3.97347,4.2973342,23.625
372,357,88,5.9511342,.99065578,4.108943,5.3528152,2.9473841,2.949698,28.875
373,357,73,2.142298,1.136871,3.394558,3.8070879,2.3223391,2.119271,18.375
373,357,78,3.568588,1.373716,3.38008,4.232513,3.0887301,2.9277251,21.875
373,357,83,5.2815032,1.731833,4.1969342,4.71872,3.4785891,2.8285351,23.625
373,357,88,6.0170369,1.252763,3.8948929,5.0426621,3.2269969,2.4353869,28.875
374,357,78,1.39096,.1160037,1.135246,1.358885,.32824171,-.6436466,21.875
374,357,83,2.2393661,-1.541779,.95480692,2.0975399,.83207738,-1.7144589,23.625
374,357,88,2.815238,-2.430418,.64889443,2.2580791,.078034103,-1.409918,28.875
375,384,78,3.0596969,-1.130103,1.2767791,1.414057,.2316319,.41240609,21.875
375,384,83,3.763171,-.46203551,1.884168,2.146152,1.071245,.93263662,23.625
375,384,88,4.5889058,-.0070246002,2.6076491,3.01366,1.9709899,1.3440731,28.875
376,382,78,3.223084,-1.1520129,1.485329,1.513144,.30313581,-.64934462,21.875
377,300,73,6.8481631,2.509599,5.2442522,4.393013,2.4233191,4.0030379,18.375
377,300,78,6.8447719,2.5802169,5.5280299,4.3811059,2.7002599,4.1476731,21.875
377,300,83,6.6140528,2.251292,5.7628918,4.5979028,3.028867,2.848357,23.625
378,357,78,2.179054,-.22189429,3.300359,2.7007761,.55727118,2.032459,21.875
378,357,83,3.936142,.2492011,2.4075589,2.669378,1.738629,1.539063,23.625
379,352,73,8.541707,3.913182,6.806972,6.7663999,5.2041688,4.9334922,18.375
379,352,78,8.7859478,4.0810571,7.4663029,7.046546,5.5377221,5.8289242,21.875
379,352,83,8.3351517,3.822711,7.6867938,7.3290582,5.4752998,4.641295,23.625
379,352,88,8.572793,3.644614,7.3438091,7.3223372,5.340488,5.2928991,28.875
380,367,83,1.748518,-1.917323,-1.112957,-.202382,-1.899748,-3.083946,23.625
381,284,78,4.335639,-.2231435,2.7574561,1.429409,-.1770895,.89700139,21.875
381,284,83,4.3932829,-.1053605,2.8113739,1.741567,.29077059,.55655932,23.625
381,284,88,4.7072368,0,2.9148221,2.313834,.9168703,1.2488641,28.875
382,203,73,7.8073621,4.2904601,6.4867511,4.7138939,2.9169719,4.1987491,18.375
383,384,78,3.8115799,-.68121862,2.1328411,1.207883,-.4320448,.1430013,21.875
384,384,73,5.2453332,1.335001,4.1445122,3.1541159,1.4813811,1.7321171,18.375
384,384,78,5.808435,1.8870699,4.635047,3.358192,1.87984,2.00651,21.875
385,356,88,3.183311,-.17316359,1.021807,-.4136872,-1.070039,-.1714855,28.875
386,284,73,6.5363989,2.0985091,5.1468601,4.532866,3.220943,2.5979919,18.375
386,284,78,6.2934279,1.591478,5.049119,4.7871141,3.089551,2.974463,21.875
386,284,83,5.8733501,.68158048,5.095222,4.8247738,3.0114679,2.8559909,23.625
386,284,88,5.958488,.69514507,4.7501879,4.9037561,2.353076,2.4621961,28.875
387,280,73,4.6984668,-.45886591,3.255708,2.272979,.34801689,1.346428,18.375
387,280,78,4.6053481,-.49429631,3.072278,2.1850841,.2026061,1.402212,21.875
387,280,83,4.3456702,-.57625347,3.2398551,2.237078,.59389222,1.08873,23.625
387,280,88,4.5767412,-.41703179,3.330884,2.473702,.92877293,1.117244,28.875
388,282,73,5.492424,.82198012,4.6058402,4.002296,2.5363131,3.454977,18.375
388,282,78,6.3474722,1.629241,5.0616879,4.3478541,2.9273829,3.428144,21.875
388,282,83,6.3834372,1.722767,5.5270119,4.7163148,3.1757081,3.693624,23.625
388,282,88,6.5860929,1.686399,5.440196,5.0045972,3.4525149,3.3713801,28.875
389,283,83,2.8906591,-1.6094379,.99622393,2.170198,.86339772,-.1691834,23.625
389,283,88,3.7879741,-.83471078,1.965178,2.8714039,1.771261,1.54329,28.875
390,209,73,4.7691569,.25464219,4.3645992,.33040181,-1.517717,1.498271,18.375
391,384,88,5.57341,.50681758,2.8035369,4.4608259,2.9773519,2.3251879,28.875
392,367,88,4.9391518,.52176547,3.4816589,1.022009,-.8853727,2.5778849,28.875
393,275,78,5.9421811,1.504077,3.9633679,3.2661779,1.729768,2.694829,21.875
394,357,73,3.0519471,1.91986,4.0074229,3.1464119,1.8256609,2.425703,18.375
394,357,78,3.9033749,1.731656,3.9233911,3.403928,1.616951,1.008611,21.875
394,357,83,5.3935871,1.761987,4.2064219,3.5022459,2.260896,2.099833,23.625
394,357,88,6.2600541,1.517323,4.0863361,4.1039901,2.440707,2.8867991,28.875
395,382,78,1.977949,-2.631089,-.87248808,.99389511,-.6514076,-1.297792,21.875
395,382,88,2.690654,-1.980502,.31809989,2.0678861,.70180529,.0249773,28.875
396,357,73,3.3896739,2.564949,4.8491182,5.1476021,4.1175938,4.3685989,18.375
396,357,78,5.7413611,3.6635621,6.2219281,6.134161,5.2451758,5.5187349,21.875
396,357,83,7.6532521,4.2904601,7.3270402,7.1334162,6.2754669,6.0555301,23.625
396,357,88,9.4974995,4.7999139,7.6369882,8.1533289,7.140738,7.297256,28.875
397,366,88,4.1929951,-1.130103,1.31525,2.4217041,1.702902,1.7778831,28.875
398,357,88,5.576601,.35977009,3.637944,3.899359,3.2113891,2.6290009,28.875
399,284,73,5.2335801,1.199965,3.1637881,2.548548,.79604161,2.048573,18.375
400,357,78,2.5441511,.68309683,2.995434,2.9697649,1.94591,2.65219,21.875
401,357,78,1.99633,-.41248971,1.30348,2.47118,-.2975668,1.2372921,21.875
402,262,83,7.4042048,2.718066,7.257618,3.5426071,1.657317,4.4783421,23.625
402,262,88,7.6180801,2.7758961,7.6193089,3.6256809,2.091924,5.7493682,28.875
403,356,78,5.6319571,1.186013,4.4574151,3.40519,2.04356,2.2994461,21.875
403,356,83,5.3838859,1.046266,4.650116,3.7097239,2.0381041,1.532933,23.625
403,356,88,5.853909,1.252477,4.5904021,3.7517879,1.864717,2.3063719,28.875
404,356,73,5.5148258,.9932518,3.171103,2.845767,1.64191,.33611771,18.375
404,356,78,5.4578199,1.0061311,3.815742,3.395638,1.855273,1.875698,21.875
405,201,83,3.975414,-1.155183,1.3898489,-.26155469,-2.053899,-.1667766,23.625
406,353,83,6.925415,2.602541,5.2800069,3.947294,3.216578,3.089932,23.625
406,353,88,7.5418568,3.0161231,5.335319,5.043952,3.9319389,4.0754251,28.875
407,280,73,8.996974,3.908015,8.5811138,7.3769011,5.6754961,6.9166389,18.375
407,280,78,9.2416201,3.979682,9.1718559,7.5773792,5.9387422,7.380713,21.875
407,280,83,9.3439808,3.9982009,9.1883125,7.8228741,6.3161368,6.5259151,23.625
407,280,88,9.6448278,4.0163832,9.0101166,8.1042128,6.614583,7.5525742,28.875
408,271,73,6.3403759,1.352996,5.1346011,1.75192,-.2012182,3.0172119,18.375
408,271,78,6.5634518,1.4816051,5.0971599,2.056416,.2534979,3.440083,21.875
409,382,78,2.5500889,-1.7037489,-.83052403,.50478113,-.24384829,-1.797747,21.875
409,382,83,3.2475891,-1.4524339,.33487231,1.633528,.41553789,-1.5578901,23.625
410,356,73,7.906086,3.5582011,6.6461172,6.0662088,3.3772681,4.534359,18.375
410,356,78,8.4677792,4.00915,7.1149659,5.7619381,4.0750341,5.2110348,21.875
410,356,83,8.2205791,3.7016971,7.376873,6.0343261,4.2749772,4.954494,23.625
411,335,73,4.47016,.25464219,3.3764939,.29351479,-1.452476,1.514227,18.375
412,282,73,9.4557047,4.7742629,8.8816891,8.1052198,6.5210781,7.4795618,18.375
412,282,78,9.7067108,4.883862,9.2531281,8.2851124,6.4268069,6.9716411,21.875
412,282,83,10.52688,5.0703559,10.04242,8.4060974,6.9908218,7.8911252,23.625
412,282,88,10.26178,4.9483981,9.8965883,8.7491379,7.150228,8.2674341,28.875
413,364,73,3.1980841,-1.560648,.96235943,-.047773398,-1.611904,-1.123739,18.375
413,364,78,3.7064509,-.3667253,1.661492,.69580758,-.96672171,.95378768,21.875
414,372,73,6.1765561,.70012277,3.1753621,.90133208,-2.074528,1.489357,18.375
415,356,73,4.9209518,.65907317,3.759872,2.8891571,1.293444,1.5395581,18.375
415,356,78,4.9596038,.80647588,3.9422481,3.017503,1.106233,2.682452,21.875
415,356,83,4.8853312,.74288929,4.1157322,3.020699,1.243237,1.770511,23.625
415,356,88,5.4017448,.78845739,4.0546231,3.0738039,1.473004,1.963542,28.875
416,364,73,4.7402439,.69314718,3.2706161,2.56336,.82127613,.82760859,18.375
416,364,78,4.4882259,.58778661,2.938925,2.5021751,.51898879,-.2287564,21.875
417,356,73,5.835299,1.7749521,3.8399589,3.3938489,1.834353,2.3251569,18.375
418,363,83,5.0430412,.6135627,3.1094611,2.182483,.35035571,.41457909,23.625
418,363,88,4.8415532,.52650207,2.6455669,2.160064,-.022472899,.47739351,28.875
419,357,78,1.78652,-.51082557,1.0306849,2.1109419,.75896561,.74193728,21.875
419,357,83,4.283649,.69314718,2.5928831,3.19715,2.610863,1.882621,23.625
419,357,88,6.1397748,1.0619479,3.603662,4.619966,3.6333311,2.7410281,28.875
420,371,78,4.8382401,.50077528,3.359442,1.840217,-.4046458,1.737319,21.875
421,369,78,2.033397,-1.714798,-.0889128,.48379141,-.45245361,-1.2655309,21.875
421,369,88,3.7521999,-.31197479,2.8353851,1.124842,-.20282,1.177157,28.875
422,357,88,4.9639802,-.094310597,2.7284629,2.997721,2.282284,2.700891,28.875
423,283,88,4.2903919,-.21567149,2.2093639,2.3418341,1.152832,1.5167511,28.875
424,371,78,6.743813,2.370244,5.6481328,3.9216571,2.284889,3.686414,21.875
424,371,83,6.371274,2.0918641,5.7514582,4.0833902,2.436609,2.9388549,23.625
424,371,88,6.6346622,2.1972251,5.407403,4.4157391,2.9860229,3.8756089,28.875
425,342,73,4.489336,0,2.949389,1.665478,-.76991123,1.778437,18.375
425,342,78,4.3444271,-.1684186,3.247304,1.403405,-.61740118,.92757022,21.875
425,342,83,4.0450912,-.37542099,3.0519071,1.328095,-.62888992,.1868889,23.625
425,342,88,4.2582188,-.29975459,2.702914,1.465081,-.71759832,1.340006,28.875
426,386,73,8.9546785,4.7933078,8.567255,7.8989081,6.4149041,6.7897372,18.375
426,386,78,9.2279367,4.8267131,8.8118687,8.1536188,6.45749,6.4928441,21.875
426,386,83,9.2583914,4.8323059,9.1607904,8.3278646,6.7323842,6.8072429,23.625
426,386,88,9.7117872,4.9788008,9.0297375,8.5981445,7.0105038,7.8968191,28.875
427,371,73,8.2285023,3.9146991,6.998569,5.863883,4.310071,5.2939649,18.375
427,371,83,7.9847808,3.730669,7.1259809,6.287528,4.7536392,4.4976368,23.625
427,371,88,8.1396065,3.6357951,6.8781338,6.540195,4.767158,5.315197,28.875
428,371,73,5.7159848,1.704748,3.9939799,2.95436,1.499139,3.448529,18.375
428,371,78,6.1062789,1.824549,4.5293198,2.955797,1.085964,2.7593479,21.875
428,371,83,6.429338,2.0541241,4.9630942,2.964679,1.406064,2.5531421,23.625
428,371,88,7.153852,2.714695,5.375526,3.48138,2.1463549,4.193861,28.875
429,284,73,6.1823788,1.4791009,4.5719962,3.9775741,2.5188079,3.5083179,18.375
429,284,78,6.5080042,1.815964,4.9483581,4.1278028,1.700866,2.996031,21.875
429,284,83,6.5595088,1.912796,5.452548,3.92346,1.968472,3.474787,23.625
429,284,88,7.060689,2.5986071,5.4825711,4.031374,2.635947,4.1592779,28.875
430,381,73,4.5772052,.60322243,3.102258,2.777879,1.3454469,.78890842,18.375
430,381,78,4.681139,.74668789,2.9510939,2.9415669,1.304782,1.187115,21.875
430,381,83,4.739562,.348542,3.264765,3.0554819,1.1504869,1.899051,23.625
430,381,88,4.8888621,.423305,3.5817609,3.073808,1.583203,2.144634,28.875
431,355,73,4.0843401,-.69314718,2.800725,1.6876431,-.222528,-.184806,18.375
432,346,78,4.640563,.57661343,2.8459499,2.8977909,1.750482,2.2448289,21.875
432,346,83,5.1625652,.64185393,3.7789741,3.4714141,2.581511,1.902092,23.625
433,345,78,4.542151,.33217731,3.7780991,.53375733,-1.260167,2.0604179,21.875
433,345,83,4.3343692,.1354046,3.944432,.4146764,-1.347679,1.295855,23.625
434,381,88,4.5438948,.38933569,3.4899421,3.2566741,1.66048,1.9665411,28.875
435,367,73,4.099607,.53062832,3.0491199,1.701954,.56732708,2.1983271,18.375
435,367,78,4.3653769,.66782939,3.194644,2.2158351,.66824973,1.853963,21.875
435,367,83,3.6752779,-.40796819,2.967515,2.200233,-.1970527,.62908328,23.625
436,384,78,1.6889139,-2.273026,-.26505449,.4894546,-.70967638,-2.007468,21.875
436,384,83,2.08217,-2.002481,-.076066203,1.095958,-.0193079,-1.5675991,23.625
437,382,78,3.467618,-.84397012,1.734162,2.716537,.7333132,-.54627228,21.875
437,382,83,3.793643,-.356675,2.731112,2.8207729,1.573478,1.96847,23.625
437,382,88,4.1829271,-.42312011,2.6542959,3.2251041,1.429548,1.532002,28.875
438,369,88,4.3831959,-.1053605,3.197561,3.603369,2.1997981,.79260498,28.875
439,279,78,3.9810419,-.1696028,2.4038479,1.070083,-1.085583,1.217611,21.875
440,382,78,2.9317701,-1.22078,.1391128,.75220442,-.62349892,-1.0392179,21.875
441,366,83,1.404021,-2.7333679,.90256518,.0112859,-.60801238,-1.737318,23.625
442,365,83,3.415616,-.59783697,2.584784,.76925379,-.64805979,-.47061419,23.625
443,362,73,7.4212532,3.301451,5.5768509,4.1087132,2.5896511,4.057529,18.375
443,362,78,7.3481789,3.1121809,5.8573999,4.6547489,3.3857231,3.8374281,21.875
444,382,78,8.1082573,3.8480179,6.4848561,5.7641001,4.3009591,4.924633,21.875
444,382,83,8.1892109,3.9120231,6.8178868,6.1464448,4.6502581,5.1913791,23.625
444,382,88,8.7560959,4.2598591,7.0693541,6.6306081,5.2851882,5.4340959,28.875
445,289,73,5.7893348,.61734551,5.1409669,3.7860589,1.988279,3.073864,18.375
446,345,73,6.3367782,2.4490199,5.376266,4.4502802,2.5926039,2.405983,18.375
446,345,78,7.5050149,3.4738281,5.8753581,4.9437041,3.897824,4.1451702,21.875
446,345,83,7.4905982,3.3844581,6.0341272,5.4248152,3.670145,4.1744661,23.625
446,345,88,7.8921161,3.4962349,6.1117802,5.524065,3.6791711,4.6263452,28.875
447,384,88,2.3453791,-1.973281,-.114263,.96952277,-.6468907,-.92410332,28.875
448,357,88,4.978827,-.1473406,2.9458721,3.645823,2.55494,1.506237,28.875
449,333,83,7.767405,1.9315211,6.373662,4.72047,2.988281,4.0985742,23.625
449,333,88,7.484489,2.116256,6.378767,4.9586582,3.6416459,5.5681891,28.875
450,356,83,2.174016,-1.931022,.94931018,-.044119999,-.81121141,-.92446238,23.625
450,356,88,2.975862,-1.52326,1.092759,.88281298,-.53198183,-1.106425,28.875
451,358,78,6.6985168,2.161943,4.894515,4.4383702,3.169548,3.274833,21.875
452,283,88,6.7863421,2.151762,5.7848811,6.1602168,4.885025,4.3314242,28.875
453,394,83,3.208365,-.8556661,1.898289,-.173042,-1.373997,-.34238991,23.625
453,394,88,4.1439109,-.43078291,2.082113,.5398947,-.59652042,.97301668,28.875
454,201,73,8.6588888,3.4965079,7.137229,4.26264,2.33267,5.5365229,18.375
454,201,78,8.8136988,3.806663,7.4119701,4.4037361,2.883059,5.1927829,21.875
454,201,83,8.3555851,4.0943451,6.5093689,4.5755582,3.2132361,4.5019889,23.625
455,367,73,1.805793,-1.244795,1.500487,1.5735101,-.222528,-1.2894059,18.375
455,367,78,1.792546,-1.382302,1.342826,1.494987,-.87612468,-.94275731,21.875
455,367,83,2.711252,-1.343235,1.766868,1.042599,-1.766217,-1.038407,23.625
455,367,88,2.5681369,-1.491655,1.950762,.49937481,-1.9793119,-1.41391,28.875
456,273,73,5.2750611,.26236421,3.479521,1.978821,.27964491,2.2021749,18.375
457,281,78,5.1182852,-.28768209,3.7194519,2.6815209,.99507159,2.1344309,21.875
457,281,83,5.1527038,-.1053605,4.656322,2.8652689,1.246153,2.7625561,23.625
458,355,73,5.8044262,1.278152,3.9825759,3.02123,1.371406,1.66541,18.375
458,355,78,5.6754761,1.275363,3.6695139,3.182591,1.880591,1.935407,21.875
458,355,83,5.453032,1.252763,3.9972391,3.8602619,2.4400461,1.680693,23.625
459,286,73,7.70893,2.6390569,6.8487082,5.6948981,3.9838171,4.4649382,18.375
459,286,78,7.618938,2.80336,6.8883319,5.771543,3.731091,5.0103369,21.875
459,286,83,7.4748011,2.564949,6.9968882,5.6974201,3.7910941,4.456533,23.625
459,286,88,7.8280921,2.3418059,6.7387528,5.721271,4.0363331,5.0050159,28.875
460,369,83,4.147161,-.1625189,2.7794321,2.717963,2.0206611,2.195528,23.625
460,369,88,4.8275318,.2029409,3.8763959,4.3603859,3.5784881,3.465158,28.875
461,384,73,4.2356429,.0667236,3.24038,1.6857049,-.14842001,.66163862,18.375
462,357,88,5.735775,.4605844,1.575201,3.103018,2.7138309,1.446461,28.875
463,371,73,6.6970439,2.401525,5.8830252,4.2132092,2.6081481,3.56199,18.375
463,371,78,7.0703239,2.6567571,5.7749271,4.4349909,2.9835269,3.7358911,21.875
463,371,83,6.9538612,2.572612,5.68682,4.836586,3.426594,3.401943,23.625
464,291,73,11.29399,4.919981,10.66034,7.562593,5.721684,8.6207705,18.375
464,291,78,11.31145,4.8675351,10.80406,7.712585,6.1641769,8.740201,21.875
464,291,83,10.94351,5.0498562,11.06617,8.1459036,6.6572442,8.8883305,23.625
464,291,88,11.31908,4.6151199,11.11161,8.2829981,6.2773328,8.6596584,28.875
465,280,73,8.4178925,3.9029019,7.3629732,6.2599802,4.672575,5.6950598,18.375
465,280,78,8.3809977,3.8254621,7.644989,6.4170561,4.6847992,5.67485,21.875
465,280,83,8.2027864,3.417628,7.641777,6.5794082,4.804122,5.1740441,23.625
465,280,88,8.0204449,3.192203,7.397223,6.7165189,4.932797,5.2006502,28.875
466,284,73,5.9985232,1.098612,4.3917189,1.869743,.033901501,1.805723,18.375
466,284,78,6.062634,1.193922,4.261734,2.0847609,.3246935,2.765286,21.875
466,284,83,5.6090488,.83290911,4.2121649,2.26825,.47951949,1.859123,23.625
467,367,73,3.9356511,.97229302,2.7821579,3.3066759,1.615332,2.3028331,18.375
467,367,78,3.5914531,.2319051,1.968051,2.9067731,-.70967638,.69687158,21.875
468,284,78,6.062634,1.193922,4.26478,1.998276,.3246935,2.765286,21.875
468,284,83,5.6090488,.83290911,4.2671552,2.23878,.47951949,1.859123,23.625
469,367,78,6.427629,3.255748,5.5820589,6.0545988,4.4083171,3.865932,21.875
470,345,78,6.5983629,2.442347,4.6543722,2.5312569,2.4999571,3.73,21.875
470,345,83,6.8537302,2.480648,5.369246,4.4215021,3.4032581,2.8504181,23.625
471,346,78,5.209125,.95049888,3.940654,2.827188,1.028448,2.0346079,21.875
471,346,83,5.0974278,.63445818,4.1241932,2.87711,.76318932,1.282684,23.625
471,346,88,5.3034978,.70210689,3.8030889,2.6613829,-.47290641,2.6080079,28.875
472,232,78,4.7480021,1.2089601,3.4746511,1.213019,-.55267268,.74193728,21.875
472,232,83,5.3931499,1.6094379,3.4612429,1.157429,-.66541392,.73058611,23.625
472,232,88,5.7897878,1.9315211,3.3327601,1.187328,-.48068851,1.385321,28.875
473,366,78,4.8238592,.68259168,3.0127511,3.698267,2.542763,1.855365,21.875
474,209,78,5.3262329,-.1098148,3.1945219,.453641,-1.409513,1.468287,21.875
