index,sic3,yr,ldsal,lemp,ldnpt,ldrst,ldrnd,ldinv,Wage
678,399,88,4.554904,.0620354,2.4577911,3.0177801,1.63895,2.1490669,28.875
679,366,88,1.4692709,-1.7837909,.53656173,3.1519279,1.175752,-.1352004,28.875
680,203,73,7.4805188,2.0657229,5.2258272,3.1258259,1.152161,3.4474239,18.375
680,203,78,7.267745,2.0835581,5.4615841,3.055583,1.057904,3.7449629,21.875
680,203,83,7.081789,2.0349669,5.740767,2.897229,1.073169,3.253036,23.625
680,203,88,7.49859,2.19889,5.536418,2.7911429,.37106371,3.997844,28.875
681,262,73,8.6708021,3.9370279,8.3211269,5.1701941,3.5475769,5.861825,18.375
681,262,78,8.7622461,3.937808,8.7759237,5.3626332,3.788873,6.2581248,21.875
681,262,83,8.495327,3.5145259,8.8462849,5.5600119,3.7849309,6.6214962,23.625
681,262,88,9.0547371,4.0163832,8.9089651,5.6236691,3.9545829,6.7736678,28.875
682,362,83,3.280463,-1.382302,1.267048,2.028626,.76789773,-.0143445,23.625
682,362,88,3.86619,-1.258781,.41192931,2.136987,-.1829014,-1.27241,28.875
683,349,73,6.1297202,1.6094379,3.506459,1.531684,.67198902,1.945201,18.375
684,344,73,6.2273159,2.0668631,5.4229589,2.7531769,.92609471,2.8232379,18.375
685,357,88,3.101841,-1.795768,1.126117,1.845323,1.272038,-.0029225999,28.875
686,282,73,3.3901379,-1.958995,1.808574,-.1081834,-1.361962,1.473564,18.375
686,282,78,3.840456,-1.570217,2.1843729,.41818169,-.99735862,.37618491,21.875
687,367,78,4.7586298,1.061257,2.8698471,3.6680191,2.556592,1.790764,21.875
688,384,88,5.0134721,.55961579,2.85886,2.378119,1.061541,2.166939,28.875
689,357,88,4.8635721,.1025566,2.9638081,3.472976,2.270082,1.501263,28.875
690,355,73,3.8361399,-1.1940221,1.943781,1.990708,.49643689,-.1296396,18.375
690,355,78,4.055501,-.69314718,1.907661,2.1884799,.71503693,.53238261,21.875
690,355,83,4.138361,-.43850499,2.477675,2.613956,.70987928,.4279305,23.625
690,355,88,4.4419861,-.2231435,3.6822431,2.6367869,.72359681,2.753438,28.875
691,382,88,3.3537951,-.64817381,2.38149,2.480911,.88508421,.035359699,28.875
692,366,83,1.4625109,-2.796881,.58132303,-.69404751,-1.264644,-1.373156,23.625
693,355,73,6.4342518,2.0361431,4.4644809,4.330585,3.131417,3.3957231,18.375
693,355,78,6.1260581,1.837688,4.2742591,4.571918,2.4915781,2.8012781,21.875
694,357,88,3.90869,-1.366492,2.0512011,1.4245811,.60903019,-.49761879,28.875
695,205,88,4.1963248,-.2231435,3.05002,-.68060768,-2.3270359,2.333427,28.875
696,353,83,3.5001969,-.46203551,3.044765,2.2098589,.50155902,.97993869,23.625
696,353,88,4.3654308,-.028399499,2.538795,2.410671,1.033752,1.240177,28.875
697,262,83,7.8569002,3.044523,6.5523028,3.9937899,3.2661109,5.675736,23.625
697,262,88,8.5701342,3.7376699,7.971169,5.0031862,3.9998391,6.5012379,28.875
698,349,78,4.5908451,.095310196,3.089277,2.0814459,1.1137969,2.113194,21.875
698,349,83,4.4997301,.024692601,3.4873409,2.7556081,.99894321,1.084268,23.625
699,358,88,6.2925491,1.700192,4.2578592,2.4993839,.77028722,2.8712759,28.875
700,367,78,2.6320381,-1.272966,.45685789,.64537662,-.94962722,-1.118206,21.875
700,367,83,3.5686841,-.54300457,.82272869,.49407879,-1.522239,-.53450137,23.625
700,367,88,3.9115479,-.64817381,1.1768579,.2688095,-1.760373,-.3842901,28.875
701,283,73,8.3271742,3.8938589,6.8585911,6.4951968,5.162786,5.7347941,18.375
701,283,78,8.7634611,4.2046928,7.2594628,6.954658,5.591825,5.8321538,21.875
701,283,83,8.8902044,4.3489871,7.7267179,7.426024,6.1217918,6.0118561,23.625
701,283,88,9.042594,4.3981462,7.693069,7.886436,6.4788289,6.4706669,28.875
702,366,73,3.982193,.27687389,2.1638651,2.6783199,1.389982,.83193767,18.375
702,366,78,4.012198,.18232159,2.987339,3.319699,1.3668441,.1835646,21.875
703,382,73,6.3481412,2.2617631,4.4521518,4.0694041,2.5994,2.827651,18.375
703,382,83,7.2236352,3.030134,5.8307209,4.5811582,3.282584,4.1431179,23.625
703,382,88,7.9925261,3.363842,6.4488192,5.1791072,3.9545829,5.4091592,28.875
704,284,78,4.1757112,-.59239727,2.9952099,1.558762,.22379909,.25545171,21.875
704,284,83,3.891896,-.59783697,2.9922681,1.7710021,-.1067362,.063075103,23.625
704,284,88,3.3316259,-1.402424,2.636344,1.675215,-.6468907,-.91921329,28.875
705,394,88,5.4758062,.37843651,2.768934,2.850565,1.495344,1.4537621,28.875
706,343,83,2.840646,-.8462984,1.891407,1.286284,-.24474759,-.7835862,23.625
707,362,73,5.9209671,1.375991,4.6467981,2.8549261,1.496936,2.392693,18.375
707,362,78,5.587647,1.131402,4.6910329,2.8877239,.75666052,1.4077049,21.875
707,362,83,4.9776049,.62860858,4.1856079,2.567003,.3408016,1.149838,23.625
707,362,88,5.2954111,.82198012,3.593226,2.3905351,1.030309,2.404067,28.875
708,353,73,6.7855358,2.30568,5.1222048,4.7517872,3.1044979,3.573683,18.375
708,353,78,6.9723749,2.5299599,5.7767372,4.8151698,2.4488831,4.136693,21.875
709,353,78,6.9723749,2.5299599,5.780725,4.839108,2.4488831,4.136693,21.875
709,353,88,6.2209268,1.4586149,4.9556208,4.0400672,.92609757,2.4237349,28.875
710,367,78,5.307447,1.280934,3.9375451,1.412641,-.80033088,2.484658,21.875
711,382,83,3.1882219,-1.313044,.68086457,1.969386,1.095232,.67570198,23.625
712,357,88,3.0505199,-1.877317,.58648878,1.979809,1.077456,-.26460421,28.875
713,382,88,3.960758,-.68915522,2.7934661,2.540972,1.047065,1.112779,28.875
714,283,78,3.0695989,-1.565421,.76373082,.94375271,-.7298792,-2.746078,21.875
714,283,83,3.248703,-1.164752,2.1033151,1.404453,.1654954,-1.0128731,23.625
714,283,88,3.315202,-1.324259,1.904631,2.162225,1.1497771,-.29549459,28.875
715,333,73,8.0509195,3.2527361,7.9300141,5.188271,3.176616,4.8518362,18.375
715,333,78,8.2547808,3.2908239,7.9619589,5.1427808,3.195657,5.4862199,21.875
715,333,83,8.0757656,2.8476961,8.318903,5.0872722,3.1033399,5.3537221,23.625
716,324,73,6.0578442,1.193619,6.0236759,2.1419711,.42819339,3.7706201,18.375
717,331,73,6.4797149,1.7029279,5.48037,3.0213921,.55609101,3.3067141,18.375
718,283,78,2.4524751,-1.731606,1.175665,.79259193,.022691401,-1.13664,21.875
719,354,73,4.8253059,.57829732,3.9677141,2.9322491,1.43203,.2393882,18.375
719,354,78,5.0181961,.57661343,3.395009,3.0125389,.84354359,1.548197,21.875
720,361,78,4.8286462,.55961579,3.5090921,2.561043,.70779347,1.146691,21.875
720,361,83,5.315156,.91629082,3.943151,2.512835,.77206439,1.481096,23.625
721,382,83,3.5919759,-.80743629,1.830178,2.6387329,1.3048919,-.22238091,23.625
721,382,88,4.2340732,-.54645282,1.917009,3.2160671,1.92372,.81996852,28.875
722,204,73,7.065733,2.780247,6.4816718,4.3185329,2.378222,4.4935312,18.375
722,204,78,7.5910139,3.039988,6.9362888,4.3580132,2.680347,4.9330769,21.875
722,204,83,7.7277379,2.906518,7.1573868,4.6600451,3.551645,5.0778408,23.625
722,204,88,8.2185907,2.8599701,7.5966759,5.2100158,3.7032681,6.2604289,28.875
723,233,78,6.5584359,2.8564701,4.9943142,1.699314,.065050699,2.8530331,21.875
723,233,83,6.4243832,2.70805,4.8944411,1.710127,-.026212299,2.5256879,23.625
724,354,73,5.5237908,1.209259,4.3234591,3.6972029,1.949423,1.936293,18.375
724,354,78,5.8063378,1.521699,4.774497,3.8751431,2.1266689,2.8104811,21.875
724,354,83,5.6764441,1.585145,5.2768369,4.1140599,2.505044,2.7383759,23.625
724,354,88,6.0193658,1.6074359,5.0760431,4.2412701,2.2435839,3.8083041,28.875
725,342,73,4.6183548,.1097509,2.8621299,1.839137,-.024939001,.80456871,18.375
725,342,78,4.6835198,.23901691,2.998862,2.057992,.47918269,1.580977,21.875
726,366,88,3.232372,-1.382302,1.834137,1.4864351,.1429076,.69022459,28.875
727,291,78,7.9402752,2.4112599,7.9886589,3.6012311,2.0999269,5.9995842,21.875
727,291,83,7.7147722,2.255913,8.3016529,3.9876659,2.257724,6.0633121,23.625
727,291,88,7.9317708,2.0503991,8.0569448,4.108624,2.5305481,5.9861002,28.875
728,382,73,5.0370002,.73092449,3.826427,3.336484,1.489189,.94996071,18.375
728,382,78,5.0296221,.63073969,3.6230271,3.3871989,1.615322,1.150478,21.875
729,382,83,2.7874689,-1.418818,2.287518,2.1677041,.81678742,.83648539,23.625
730,367,83,2.0237739,-2.2633641,.42660341,-.022351401,-1.438239,-.4722442,23.625
731,280,73,6.2958632,.88706791,6.000751,4.0455198,2.1677859,3.8184481,18.375
732,382,78,4.2457662,-.1625189,2.4042521,.0433577,-1.77873,.9269796,21.875
732,382,88,4.1860809,-.1911605,2.8443661,.26705039,-1.212057,-.2620725,28.875
733,283,78,2.521069,-2.3025849,-.42277819,-.5607968,-1.166435,-1.736593,21.875
733,283,83,5.041831,.13976189,3.521832,2.0000491,1.728894,2.3726079,23.625
734,357,88,5.0620761,.69314718,3.2779889,3.8421531,2.003176,2.139837,28.875
735,331,73,6.514051,2.1053531,5.7567,.9229582,.20424689,3.0178189,18.375
735,331,78,6.2037568,1.928619,5.6823611,1.604063,-.41700691,2.5821371,21.875
736,344,73,3.763427,-.65778011,2.552465,1.151071,-.55103213,.82977551,18.375
737,349,73,4.1453938,-.92381889,2.2511611,1.159735,-.21639299,.024511,18.375
737,349,78,4.834218,.20863891,3.366369,1.6534491,.37212861,1.816816,21.875
737,349,83,4.775259,.13190509,3.9085791,1.998598,.67383927,1.983559,23.625
738,346,73,7.765842,3.6349511,5.765533,4.4658909,2.8624821,4.552309,18.375
738,346,78,7.8841209,3.850147,6.0611539,4.6619248,3.1889241,4.2801008,21.875
738,346,83,7.6887159,3.4657359,6.377883,5.116806,2.805506,4.2623792,23.625
739,252,78,5.6939902,1.7029279,4.1078839,2.078012,.65215439,3.1944001,21.875
739,252,83,5.6793818,1.6074359,4.3916321,2.5232251,1.326021,2.3449121,23.625
739,252,88,6.209939,2.0918641,4.7705531,2.893775,1.486642,3.4791429,28.875
740,262,73,7.9955521,3.32446,7.5621848,5.3571291,3.442138,4.9538679,18.375
740,262,78,7.9865069,3.396754,7.9665942,5.4675188,3.797513,5.2870598,21.875
740,262,83,8.2096291,3.5215249,8.1070013,5.601388,4.0898352,5.9109979,23.625
740,262,88,8.4851723,3.6461811,8.0663929,6.18716,4.6742282,6.0550599,28.875
741,366,78,4.6742229,.96508092,2.804987,3.7265589,2.1922939,1.512993,21.875
741,366,83,4.5017118,.8020016,3.529109,4.1065001,2.9716539,2.011574,23.625
742,251,73,5.2400632,1.131402,3.7480731,1.49374,-.15128119,2.3817489,18.375
742,251,78,5.3607368,1.1893671,3.800741,1.954097,.34811381,2.234019,21.875
743,278,73,2.998467,-1.0051219,.80567801,.90862602,-2.710516,-.022585601,18.375
743,278,78,2.8691261,-1.07881,1.0713789,.3120068,-2.164964,-.83052403,21.875
743,278,83,3.228281,-.95711273,1.675755,.1530927,-.5956918,.45281711,23.625
743,278,88,2.6907539,-1.7037489,1.0204051,.40380189,-1.6094379,-2.0755579,28.875
744,254,78,4.3694282,-.0040079998,3.321594,.6676864,-1.115142,.84516329,21.875
744,254,88,4.5783429,.2004889,3.5198741,1.1493911,-.2983669,2.241827,28.875
745,394,73,3.72982,-1.12393,1.981771,1.123793,-.079427101,-.34644741,18.375
746,366,78,2.660609,-1.527858,1.828633,-.88224578,-2.335922,.25891399,21.875
746,366,83,3.297189,-.93649352,2.68874,.2485723,-.62048662,1.246787,23.625
746,366,88,4.0836959,-.3595362,3.434834,1.546242,.62311858,2.710706,28.875
747,202,78,6.1042361,.9805792,4.291379,.60973883,-.99292397,2.279026,21.875
748,353,73,6.89959,2.2925351,5.0831141,4.6072531,2.8825409,3.6054709,18.375
748,353,78,6.4333429,1.824549,5.0309348,4.6132631,2.404135,3.264848,21.875
749,369,88,4.3891449,.21833199,3.1335039,1.951689,1.217504,3.4120009,28.875
750,365,78,3.1551189,-.9162907,2.2633171,1.235176,-1.478985,.32143441,21.875
750,365,88,3.3378129,-1.6094379,.8878752,.94902819,-2.6246691,-.37575531,28.875
751,202,73,8.8472557,3.889961,7.3683238,4.8849878,3.093056,5.1828279,18.375
751,202,78,8.9518213,3.8476119,7.4062929,4.9933939,3.4120669,5.0352058,21.875
752,202,73,8.8472557,3.889961,7.3683238,4.8849878,3.093056,5.1828279,18.375
752,202,78,8.9518213,3.8476119,7.4062929,4.9933939,3.4120669,5.0352058,21.875
752,202,83,9.1924086,4.3456092,7.7900372,5.8376198,4.4163032,5.4057608,23.625
753,355,73,3.6794131,-.6635884,1.9002171,.94339782,-1.194169,1.459826,18.375
753,355,78,4.231916,-.1142891,2.653137,1.1460429,-.024897501,.89334291,21.875
753,355,83,4.4537458,.14842001,2.9680381,2.5344679,2.030602,2.3715639,23.625
754,361,78,5.282124,.30306321,3.1901081,1.20309,-.25860101,2.088727,21.875
754,361,83,4.996645,.2631332,3.428195,1.443887,.4892216,1.560231,23.625
754,361,88,5.1361141,.29042831,3.803653,2.473103,.96217817,1.313159,28.875
755,355,78,3.4280961,-.638659,1.536064,2.706341,.85754961,-.54369837,21.875
755,355,88,4.3867841,.1106465,2.9646111,4.132421,2.159373,.51761192,28.875
756,366,83,2.2402091,-1.851509,.32683441,1.712155,-.9729861,-1.506114,23.625
757,382,78,4.841536,.75659138,3.496417,2.8717849,.72143191,1.265475,21.875
757,382,83,4.3597641,.31188679,3.0696371,2.8206251,1.3681329,.73888087,23.625
758,358,73,3.8987589,-.40646559,2.8471291,1.2228841,.050430801,.88144749,18.375
758,358,78,4.4155989,-.074723601,3.0265219,1.391359,-1.090449,.77066082,21.875
758,358,88,5.3411541,.53180403,3.40136,1.182065,-1.205584,1.838169,28.875
759,367,88,5.9299221,1.172173,5.6671371,4.309185,3.5755429,4.6702709,28.875
760,331,73,9.3057871,4.1820502,8.1086826,6.0273061,4.2442641,4.9217181,18.375
760,331,83,8.4383783,3.618993,8.393569,5.7103748,2.7918069,5.976088,23.625
760,331,88,8.8168383,3.6584201,7.8729048,5.3437042,3.0879641,6.0018668,28.875
761,382,83,3.953444,-.4700036,2.580941,3.500896,2.230051,1.9155149,23.625
761,382,88,5.1171632,.34429869,3.6036351,4.473269,3.4178691,2.939975,28.875
762,251,83,5.640501,1.388043,4.1070142,2.1418741,.71594489,2.0791869,23.625
763,327,88,7.1830091,1.94591,6.7447119,3.2980001,1.911509,4.6961818,28.875
764,284,78,4.0253592,-.92634112,2.601362,1.520177,-.1869224,-.1170371,21.875
764,284,83,4.4799862,-.70521981,2.790422,1.6545269,.035362799,1.163913,23.625
765,364,73,5.6146669,1.14231,4.609231,2.1212461,-.30590951,2.3241861,18.375
765,364,78,5.7835832,1.223776,4.9171,1.738327,-.63271552,2.2661071,21.875
766,306,73,5.7338648,1.686399,4.2159991,1.120698,-.654495,2.8448229,18.375
767,358,88,3.5125101,-.64435709,2.363256,1.31335,-.51728767,1.629851,28.875
768,357,78,3.683639,1.088562,2.5651791,2.191783,.6840899,2.5494449,21.875
769,203,78,4.8116698,1.098612,3.4480431,.28506789,-1.838748,.79723817,21.875
769,203,83,5.1647062,1.410987,3.9689281,.1060105,-1.827253,1.363139,23.625
770,382,83,1.657814,-2.0249529,.2624425,.89564252,.30993,-1.326089,23.625
770,382,88,3.2314351,-1.482805,.63300878,1.9514199,.85841602,-.43558341,28.875
771,362,73,5.3950572,.89404511,3.31972,2.093116,.62564868,2.147773,18.375
771,362,78,5.1378212,.58778661,3.2995889,2.1722431,.31875169,.87173033,21.875
772,289,83,4.5177398,-1.081755,3.6101749,2.27689,.61661339,1.242391,23.625
773,366,73,7.0445828,3.1771369,5.6293068,5.0747662,3.2371321,3.2783151,18.375
773,366,83,7.327497,2.9959321,5.97331,5.010901,3.548414,3.5272579,23.625
774,289,78,5.096714,-1.5945489,1.7650369,1.418555,-.12932479,.209317,21.875
775,384,88,1.695888,-3.1700859,-.058074299,.88191342,-.5385825,-.96922368,28.875
776,284,78,2.8866949,-1.4481699,1.356374,1.442504,-.021541899,-1.1046,21.875
776,284,83,2.0112071,-2.7806211,1.40992,1.539163,-1.19911,-2.2954891,23.625
776,284,88,3.4556811,-1.832582,1.075653,1.28469,-.51728767,-.23218229,28.875
777,382,73,5.6226549,1.5969599,4.2875319,4.1515322,2.803808,2.079752,18.375
778,251,78,5.590364,1.5892349,4.210578,1.724682,.49429631,2.824749,21.875
778,251,83,5.969223,1.902107,4.3839068,2.2894731,1.1109101,3.137085,23.625
778,251,88,6.6565309,2.3608539,4.9870849,2.776722,1.2575819,4.2008519,28.875
779,342,73,4.716229,.54174268,2.98926,1.54951,.082691699,1.7640851,18.375
780,382,83,5.196022,.479954,3.2501619,2.3628521,1.8509049,1.9295,23.625
781,283,88,4.8029852,.095310196,2.5368731,3.5949731,2.1303,1.943684,28.875
782,211,73,7.8798628,1.9891061,5.7903471,4.1587119,2.2342961,3.6462979,18.375
782,211,78,7.7458882,2.1041341,5.7037029,4.0131922,1.952911,3.5009301,21.875
783,283,73,7.821981,3.1945829,6.9461379,6.853374,5.323791,4.588582,18.375
783,283,78,8.1277752,3.2347491,7.147079,7.0891819,5.4920292,4.8952751,21.875
783,283,83,8.21276,3.3741691,7.6669579,7.328239,5.7998762,5.3149629,23.625
783,283,88,8.2489386,3.2846639,7.6293859,7.6819372,6.2586479,5.8915482,28.875
784,285,78,4.6314011,-.23067179,3.0703411,2.0751581,.64615858,.84516329,21.875
784,285,88,5.2461891,.16381811,3.532891,3.53824,2.160599,1.047387,28.875
785,358,88,3.8059599,-1.018877,2.163815,1.519397,-.0474866,-.0019474,28.875
786,339,73,3.9407699,-.061875399,3.690429,-.026025301,-1.99902,1.739552,18.375
786,339,78,4.4420738,.26620299,3.9187169,-.15154751,-2.8581109,1.77394,21.875
786,339,83,4.076385,-.0140989,4.2746582,-.1674273,-2.0109739,.77326822,23.625
787,367,88,3.9308059,-.89404011,2.4732471,2.661021,1.52983,1.026,28.875
788,356,73,4.3034859,.13976189,3.0265191,1.491303,.084956802,.54209352,18.375
788,356,78,4.534493,.1097509,2.853549,1.60271,-.31988919,.1872844,21.875
789,281,78,6.1722569,1.3609771,5.968226,2.2041259,.64443892,4.0138788,21.875
789,281,83,6.1543388,1.40266,6.3628531,2.719048,1.629042,3.7457271,23.625
790,365,78,4.6840358,-.63487828,1.7344249,1.053655,-1.015296,.1417069,21.875
791,372,73,8.8679924,4.2031989,6.8055358,6.7158051,4.5681891,5.0394468,18.375
792,289,78,5.2083278,.70655692,3.4031849,3.1748121,1.75701,2.2259941,21.875
792,289,83,5.3924861,.85654068,4.1489468,3.518471,1.926602,2.3152211,23.625
792,289,88,5.9802828,1.189062,4.3956132,3.9206989,2.6449749,2.644186,28.875
793,354,78,3.7852509,-.62362111,2.3525119,1.104665,-.33811301,.2056784,21.875
794,386,78,3.4396901,-.99967241,1.117341,2.493382,.57863748,-.85128587,21.875
794,386,83,3.577616,-.95191789,1.394148,2.343925,.39831549,-.66209799,23.625
795,324,73,7.4497852,2.70805,6.7043262,2.454634,1.3312351,4.5235939,18.375
796,265,78,6.1844182,1.252763,6.0335121,2.28386,-2.0440111,3.5221369,21.875
796,265,83,6.070478,1.098612,6.5992889,1.788157,-.3024132,3.8316669,23.625
796,265,88,6.4169221,1.238374,6.5782628,1.769415,-.0658921,4.761991,28.875
797,381,73,4.4062881,.18232159,2.5178571,1.9551179,.84800142,1.304907,18.375
797,381,78,5.2329512,1.029619,3.3306041,2.955935,1.703257,1.965127,21.875
797,381,83,6.0703878,1.731656,4.7693558,3.6511531,2.6643651,3.657151,23.625
797,381,88,7.0417562,2.272126,6.0201898,5.0019379,4.172245,3.6747229,28.875
798,221,73,7.067894,2.9177711,5.9962921,2.8034379,.95872718,3.673753,18.375
798,221,78,6.6642032,2.76001,5.605237,2.6540191,1.082083,2.993192,21.875
798,221,83,6.3666792,2.3025849,5.5761771,2.8157589,1.21627,3.0005529,23.625
799,286,73,6.773365,1.189671,5.4875121,5.0351138,3.4405601,3.4783731,18.375
799,286,78,6.7477951,1.33579,5.725719,5.2406988,3.5182271,4.193109,21.875
799,286,83,6.6951709,1.426716,6.160028,5.3851218,3.7224491,3.2906239,23.625
799,286,88,6.946641,1.5646501,6.0055141,5.6210518,4.144897,3.97262,28.875
800,394,88,4.3392391,.1088544,2.92223,2.496573,1.320918,1.923851,28.875
801,357,78,1.1891561,-.43078291,2.8732269,1.556151,-.80398721,-.3738797,21.875
801,357,83,2.835196,-.33128569,2.4415951,1.561056,.73877198,.64308459,23.625
802,220,78,4.824285,.68360168,3.6968701,1.558735,.84565711,3.006274,21.875
802,220,88,4.7017021,-.1923719,3.7085769,2.8863511,.99521798,1.192329,28.875
803,331,73,8.0909977,3.255208,8.1558886,3.1136141,1.396708,4.9988041,18.375
804,366,78,3.8109961,.038258702,2.3027339,2.480562,.27240199,.52092367,21.875
804,366,83,4.1121049,.063913301,2.9756441,2.9168019,1.206893,1.2326519,23.625
805,254,78,4.6176929,.20212419,3.447283,1.530615,-.29977679,1.5123349,21.875
805,254,83,4.1508622,-.1392621,3.559727,1.462268,-.73565787,1.145964,23.625
806,367,73,4.0554471,.58333242,3.040971,3.1033621,1.7655571,1.604962,18.375
806,367,78,4.7458639,1.067122,3.3491709,3.188014,1.331977,2.6248851,21.875
806,367,83,6.4636812,2.2521341,5.551445,4.1091962,3.40904,4.460597,23.625
806,367,88,6.0428362,1.86377,4.9861088,5.0078931,3.185874,3.1155021,28.875
807,357,78,2.2305281,-.1531512,1.926751,2.862983,1.304782,1.266737,21.875
807,357,83,3.4072421,-.2459005,2.161556,3.158699,1.500948,1.401439,23.625
808,382,73,3.5435669,-1.0412869,2.1063709,2.123909,.4582352,.60229361,18.375
808,382,78,4.228107,-.30788481,2.5822501,2.378108,1.408585,1.750886,21.875
808,382,83,4.247148,-.1863296,3.2737031,2.9966359,1.576273,.34356809,23.625
808,382,88,4.8126659,.27914569,3.212357,3.3611979,1.768628,2.0798061,28.875
809,329,73,3.6366701,-.43695569,2.032124,1.143509,-1.5996341,.3502025,18.375
809,329,78,3.3829041,-.59783697,2.2829909,.68828291,-2.0314319,.62442082,21.875
810,289,78,4.250288,-.74865991,2.6561811,2.7775071,1.137728,.98492533,21.875
810,289,83,4.4062381,-.54300457,3.0410769,2.980418,1.010066,1.374269,23.625
810,289,88,4.9134512,-.1109316,3.514966,3.213789,1.79866,2.1721621,28.875
811,371,83,7.1974082,2.531631,6.0653052,4.804925,2.651593,3.0793209,23.625
811,371,88,7.6749802,2.2506599,5.8337178,4.8160219,3.23315,4.605763,28.875
812,363,73,6.0854902,1.648659,4.3741169,2.215961,1.228545,3.414834,18.375
812,363,78,6.1298132,1.45652,4.417995,2.8345239,1.251357,2.0865059,21.875
812,363,83,6.6544948,2.0025599,4.96876,3.4963391,2.2172699,3.01702,23.625
813,371,83,5.5946012,1.315872,4.43049,2.099936,.60008419,3.2011411,23.625
813,371,88,7.0822029,2.76001,6.5041342,3.2390909,2.5280831,5.339262,28.875
814,362,88,6.7804852,2.583997,5.014513,2.819247,2.131218,3.201251,28.875
815,362,78,3.42448,-1.22078,1.660642,.59165889,-1.0335619,-1.419681,21.875
816,367,73,5.7135639,2.3797309,4.8324742,4.6683278,2.1823361,2.9102991,18.375
817,357,78,3.795109,1.386294,3.6088591,2.293664,1.7933969,2.7100379,21.875
818,353,78,5.7935028,1.543298,4.1485219,2.444237,.65471298,3.735642,21.875
818,353,83,5.0405779,.69314718,4.8128619,2.474956,.68183488,2.7500839,23.625
818,353,88,5.113523,.33647221,4.9323931,2.5481961,.75269139,1.113098,28.875
819,240,78,4.5316219,.19721019,4.134665,2.8613329,.77192807,1.145743,21.875
820,262,73,7.7323351,3.2921259,7.1694651,5.0915399,3.2237899,5.5744071,18.375
820,262,78,7.839015,3.4934731,7.4251952,5.0449772,3.740787,5.5595732,21.875
820,262,83,7.5713358,3.022861,7.8658528,5.3174591,3.614166,4.7239342,23.625
820,262,88,7.5237432,2.904165,7.4204569,5.3807182,3.549118,4.921804,28.875
821,353,73,6.5108209,2.3504219,5.4889889,2.4722159,.0170944,3.8501999,18.375
821,353,78,6.3951802,2.1752059,5.3023391,2.5040381,1.264405,3.192256,21.875
822,291,73,8.5030718,2.108757,8.1342554,4.7836108,3.029634,5.7648249,18.375
822,291,78,8.7177095,2.5918159,8.5948572,4.8859768,3.043741,6.6196189,21.875
823,371,73,6.3546638,1.8333811,4.870717,3.987334,2.049757,3.90924,18.375
823,371,78,6.3012199,1.987874,4.9819489,3.9465671,1.1100219,2.9277251,21.875
824,382,73,4.7335858,.64919531,3.3026149,1.355765,-.18924201,1.003219,18.375
824,382,83,5.6300039,1.327075,4.157897,3.052902,1.577203,1.54255,23.625
825,335,73,2.2987821,-1.469676,.78212112,.0082906,-2.0943301,.29077899,18.375
825,335,78,3.086118,-.96495593,1.337747,.36837021,-2.223804,1.383305,21.875
825,335,83,3.0991509,-1.117795,2.8495951,1.565713,-.0067719999,.36991349,23.625
826,384,88,4.071373,.076034702,2.7145791,1.060059,-.50600618,1.022157,28.875
827,344,78,5.7825379,1.439361,3.985162,2.6210871,.91103089,2.9948361,21.875
828,376,73,7.9947171,3.3428619,7.5028229,5.0294209,3.8304601,5.1684942,18.375
828,376,78,7.9776402,3.3322051,7.446928,4.8078341,2.396404,5.4906688,21.875
828,376,83,8.2826614,3.7565379,7.909503,5.4728222,4.6733232,5.3716221,23.625
828,376,88,8.6619339,4.2121282,7.170733,6.6308832,5.2380338,5.8634758,28.875
829,265,73,6.1278481,1.8405499,5.7339602,2.620749,.90140212,3.6973419,18.375
829,265,78,6.5831642,2.3513751,5.822176,2.9053271,1.187443,3.772624,21.875
830,349,73,4.8047152,.93609327,3.033114,2.965486,1.293444,1.627146,18.375
831,240,73,6.3119521,2.015836,6.131453,3.346231,1.684847,4.4071131,18.375
831,240,78,6.45824,2.0630579,6.186399,3.3920729,2.053283,3.843744,21.875
832,347,88,5.11485,-.22690061,4.1771522,2.364435,.92187899,2.4649291,28.875
833,355,78,3.8533871,-.88188928,1.6696759,1.5189101,.43878359,.3669208,21.875
833,355,83,4.2736459,-.239527,2.8649001,2.6758111,1.932646,1.718069,23.625
833,355,88,4.7211261,-.3783364,3.3489139,3.6583109,2.0614049,1.087198,28.875
834,386,78,2.11919,-2.154165,.76997012,.77408481,-.45503429,-.59919482,21.875
834,386,88,4.6509509,.1124354,3.121953,3.478827,2.61884,1.541001,28.875
835,394,78,6.5440822,2.60269,4.933701,4.7727489,2.9976161,2.9820571,21.875
835,394,83,6.492537,2.890372,5.2540832,5.1375432,3.0231919,3.1516399,23.625
835,394,88,6.8640132,2.3978951,5.2303848,5.2685828,3.393795,3.198673,28.875
836,203,73,4.1862211,.87962681,3.487747,-.2203763,-1.729687,1.24243,18.375
836,203,78,4.553658,1.119395,4.340971,.1564431,-1.145601,4.1408339,21.875
837,357,88,6.010282,1.368385,3.9748521,3.883837,3.167491,3.3332109,28.875
838,280,73,7.4468799,2.2294769,7.296864,5.1753659,3.388639,5.527596,18.375
839,201,73,7.1652079,2.520596,6.0222869,3.4401441,1.7034039,4.0330319,18.375
839,201,78,7.346694,2.5559859,6.3007498,3.6961401,1.950583,3.8596921,21.875
840,371,73,5.9342771,1.7181129,4.2500892,3.372165,1.942385,2.4824221,18.375
841,209,78,6.2819619,1.69286,4.8169179,2.702903,1.1143349,3.0239141,21.875
